,code,causal_event,causal_type,avg_strength,sentence_nb,text,causal_,caused_
10964,0,"The two of them pass it between them , solemnly biting and chewing , the one lying propped up on an elbow , the other sitting with his knees drawn up , all it will take is a tiny movement from one of them , a hand extended , or the edge of the sleeping bag lifted , would you like to get in , but neither makes the move , one is too scared and the other too proud , then the apple is finished , the moment is past , Reiner gets up , rubbing his shoulders , it ’s cold in here , he goes back to his own bed  .",IRAC,3,1,"The two of them pass it between them , solemnly biting and chewing , the one lying propped up on an elbow , the other sitting with his knees drawn up , all it will take is a tiny movement from one of them , a hand extended , or the edge of the sleeping bag lifted , would you like to get in , but neither makes the move , one is too scared and the other too proud , then the apple is finished , the moment is past , Reiner gets up , rubbing his shoulders , it ’s cold in here , he goes back to his own bed  . ","The two of them pass it between them , solemnly biting and chewing , the one lying propped up on an elbow , the other sitting with his knees drawn up ",",neither makes the move , one is too scared and the other too proud , then the apple is finished , the moment is past"
12338,0,"“ Well , in the School for Good , they teach boys and girls like me how to become heroes and princesses , how to rule kingdoms justly , how to find Happily Ever After , ” Sophie said  ._“ In the School for Evil , they teach you how to become wicked witches and humpbacked trolls , how to lay curses and cast evil spells  .",IREC,3,2_3,"“ Well , in the School for Good , they teach boys and girls like me how to become heroes and princesses , how to rule kingdoms justly , how to find Happily Ever After , ” Sophie said  . “ In the School for Evil , they teach you how to become wicked witches and humpbacked trolls , how to lay curses and cast evil spells  .  ”","“ Well , in the School for Good , they teach boys and girls like me how to become heroes and princesses , how to rule kingdoms justly , how to find Happily Ever After , ” Sophie said  .","“ In the School for Evil , they teach you how to become wicked witches and humpbacked trolls , how to lay curses and cast evil spells  ."
9790,0,"Her mama ’s voice sounded shaky , that way it always did when Papa brought her a tiny sack of peppermints along with his paycheck , or when that big black phone would ring and she ’d sit down hard , because somebody — some cousin or aunt , or uncle ’s first wife — had died  .",IRAC,3,3,"Her mama ’s voice sounded shaky , that way it always did when Papa brought her a tiny sack of peppermints along with his paycheck , or when that big black phone would ring and she ’d sit down hard , because somebody — some cousin or aunt , or uncle ’s first wife — had died  . ","Her mama ’s voice sounded shaky , that way it always did when Papa brought her a tiny sack of peppermints along with his paycheck .","when that big black phone would ring and she ’d sit down hard , because somebody — some cousin or aunt , or uncle ’s first wife — had died  "
7560,0,"He was a very wise man , and what is more and better , kept a toy shop , because he loved children dearly ; so he put his head on one side , and thought ; then he looked out of the corner of his eye at the lady , and saw what a pleasant , sweet expression was on her face ; then he thought again -- this time , how disappointed the sweet little girl at home would be , if she knew her mother was out looking for a doll for her , and came home without one ; and then he said , """""""" What do you think the doll is worth ?_""""""""Lillie 's mother told him what she considered a fair price , and the darling , good toyman spoke up as quick as a flash , """""""" You shall have it , ma'am !",IREC,3,2_3,"He was a very wise man , and what is more and better , kept a toy shop , because he loved children dearly ; so he put his head on one side , and thought ; then he looked out of the corner of his eye at the lady , and saw what a pleasant , sweet expression was on her face ; then he thought again -- this time , how disappointed the sweet little girl at home would be , if she knew her mother was out looking for a doll for her , and came home without one ; and then he said , """""""" What do you think the doll is worth ? """"""""Lillie 's mother told him what she considered a fair price , and the darling , good toyman spoke up as quick as a flash , """""""" You shall have it , ma'am !","He was a very wise man , and what is more and better , kept a toy shop , because he loved children dearly","""""""""Lillie 's mother told him what she considered a fair price , and the darling , good toyman spoke up as quick as a flash , """""""" You shall have it , ma'am !"
7687,0,""""""""" Why , the store cupboard in the dining room is next to the book closet , """""""" replied Frank , eagerly , """""""" and just now , when I had got my hand on the lock of the door to come out and tell you I had had enough of solitary imprisoning , I heard Mamma come into the store cupboard ( for some jam , I daresay ! )",IRAC,3,3,""""""""" Why , the store cupboard in the dining room is next to the book closet , """""""" replied Frank , eagerly , """""""" and just now , when I had got my hand on the lock of the door to come out and tell you I had had enough of solitary imprisoning , I heard Mamma come into the store cupboard ( for some jam , I daresay ! )",""""""""" Why , the store cupboard in the dining room is next to the book closet , """""""" replied Frank , eagerly , """""""" and just now , when I had got my hand on the lock of the door to come out and tell you I had had enough of solitary imprisoning , I heard Mamma come into the store cupboard ( for some jam , I daresay ! )",
3439,0,"A little farther on , but close at hand , is a cloister with beautiful marble columns and tombs , and a colossal wood-carved Calvary , and beside that a small and very rich chapel ; indeed , so full is the little town of the undisturbed past , that to walk in it is like opening a missal of the Middle Ages , all emblazoned and illuminated with saints and warriors , and it is so clean , and so still , and so noble , by reason of its monuments and its historic color , that I marvel much no one has ever cared to sing its praises  .",IRAC,3,1,"A little farther on , but close at hand , is a cloister with beautiful marble columns and tombs , and a colossal wood-carved Calvary , and beside that a small and very rich chapel ; indeed , so full is the little town of the undisturbed past , that to walk in it is like opening a missal of the Middle Ages , all emblazoned and illuminated with saints and warriors , and it is so clean , and so still , and so noble , by reason of its monuments and its historic color , that I marvel much no one has ever cared to sing its praises  . ","; indeed , so full is the little town of the undisturbed past , that to walk in it is like opening a missal of the Middle Ages ,",I marvel much no one has ever cared to sing its praises  .
5984,0,"When at last she emerged there was not another child there who was dressed quite after her fashion  ._Seen from behind , she looked like a small , tightly-built old lady  .",IREC,3,1_2,"When at last she emerged there was not another child there who was dressed quite after her fashion  . Seen from behind , she looked like a small , tightly-built old lady  . ",When at last she emerged there was not another child there who was dressed quite after her fashion  .,"Seen from behind , she looked like a small , tightly-built old lady  ."
1603,0,"When they returned , three days later , he knew from their sun-flayed appearance , from the grass in their hair and the scratches on his father ’s face , that they had been roaming , engaging , sleeping on grass , drinking poitin , living on butter and birds ’ eggs  ._His mother caught him looking at her and must have sensed his anger and confusion  .",IREC,3,1_2,"When they returned , three days later , he knew from their sun-flayed appearance , from the grass in their hair and the scratches on his father ’s face , that they had been roaming , engaging , sleeping on grass , drinking poitin , living on butter and birds ’ eggs  . His mother caught him looking at her and must have sensed his anger and confusion  . ","When they returned , three days later , he knew from their sun-flayed appearance , from the grass in their hair and the scratches on his father ’s face , that they had been roaming , engaging , sleeping on grass , drinking poitin , living on butter and birds ’ eggs  .",His mother caught him looking at her and must have sensed his anger and confusion  .
15986,0,"We can all write letters to her , and she will write a big budget of a family letter that we can all enjoy together  .  """"""""""""""""_And Mopsy must wite me a little letter , all for my own sef , """""""" remarked Rosy Posy , """""""" 'cause I like to get letters all to me  .  """"""""",IREC,3,2_3,"We can all write letters to her , and she will write a big budget of a family letter that we can all enjoy together  .  """""""""""""""" And Mopsy must wite me a little letter , all for my own sef , """""""" remarked Rosy Posy , """""""" 'cause I like to get letters all to me  .  """"""""","We can all write letters to her , and she will write a big budget of a family letter that we can all enjoy together  .  """"""""""""""""","And Mopsy must wite me a little letter , all for my own sef , """""""" remarked Rosy Posy , """""""" 'cause I like to get letters all to me  .  """""""""
9131,0,"He ’d been promoted regularly , finally retiring as a major at thirty-two  ._After punching his ticket and ending his career with the military , he moved to Southport , his wife ’s hometown  .",IREC,3,2_3,"He ’d been promoted regularly , finally retiring as a major at thirty-two  . After punching his ticket and ending his career with the military , he moved to Southport , his wife ’s hometown  . ","He ’d been promoted regularly , finally retiring as a major at thirty-two  .","After punching his ticket and ending his career with the military , he moved to Southport , his wife ’s hometown  ."
2075,0,"It was a stranger , who threw himself off his horse and hurried up to Mr ._Bassett in the yard , with some brief message that made the farmer drop his ax and look so sober that his wife guessed at once some bad news had come ; and crying , """""""" Mother 's wuss !",IRAC,3,3,"It was a stranger , who threw himself off his horse and hurried up to Mr .  Bassett in the yard , with some brief message that made the farmer drop his ax and look so sober that his wife guessed at once some bad news had come ; and crying , """""""" Mother 's wuss !","It was a stranger , who threw himself off his horse and hurried up to Mr .","Bassett in the yard , with some brief message that made the farmer drop his ax and look so sober that his wife guessed at once some bad news had come ; and crying , """""""" Mother 's wuss !"
1187,0,"I want to start taking pictures he said and I told him that was a great idea and so I bought him a camera , a digital Leica as all cameras are digital now , he making a mock complaint about wanting film , I want the chemicals and all , he said , but finally made nothing of it , holding the camera in his lap , failing to look through the eyepiece or at the little screen , and snapping away  .",IRAC,3,3,"I want to start taking pictures he said and I told him that was a great idea and so I bought him a camera , a digital Leica as all cameras are digital now , he making a mock complaint about wanting film , I want the chemicals and all , he said , but finally made nothing of it , holding the camera in his lap , failing to look through the eyepiece or at the little screen , and snapping away  . ","I want to start taking pictures he said and I told him that was a great idea and so I bought him a camera , a digital Leica as all cameras are digital now ,", he making a mock complaint about wanting film
15713,0,"Something is coming to shake the earth , Something is coming to scorch the ground  ._Jade Mountain will fall beneath thunder and ice Unless the lost city of night can be found  .",IREC,3,2_3,"Something is coming to shake the earth , Something is coming to scorch the ground  . Jade Mountain will fall beneath thunder and ice Unless the lost city of night can be found  . ","Something is coming to shake the earth , Something is coming to scorch the ground  .",Jade Mountain will fall beneath thunder and ice Unless the lost city of night can be found  .
14195,0,"I try to sit up all the way but have to lean back after only a few seconds of struggle , exhausted  .",IRAC,3,3,"I try to sit up all the way but have to lean back after only a few seconds of struggle , exhausted  . ",I try to sit up all the way but ,"have to lean back after only a few seconds of struggle , exhausted  ."
8430,0,I was tempted to ask what could be weirder than the morning we had just had  ._I decided I might not be able to stand the stress of knowing  .,IREC,3,1_2,I was tempted to ask what could be weirder than the morning we had just had  . I decided I might not be able to stand the stress of knowing  . ,I was tempted to ask what could be weirder than the morning we had just had  .,I decided I might not be able to stand the stress of knowing  .
13790,0,"As much to myself as to Charlie I said , ‘ He wants to pay for a lead man , that ’s fine  .",IRAC,3,1,"As much to myself as to Charlie I said , ‘ He wants to pay for a lead man , that ’s fine  . ",As much to myself as to Charlie I said ,"He wants to pay for a lead man , that ’s fine  ."
1534,0,Shall I take the rest of the sand up there or will you wait for the current to deliver it ?_”,IRAC,3,1,Shall I take the rest of the sand up there or will you wait for the current to deliver it ? ”,Shall I take the rest of the sand up there or will you wait for the current to deliver it ?,”
10558,0,"It was there that , with bombs exploding around us , we had nearly drowned , nearly been torn apart by bullets ; that I had taken a gun and pulled its trigger and killed a man , an act still incomprehensible to me ; that we had lost Miss Peregrine and got her back again — snatched from the steel jaws of a submarine — though the Miss Peregrine who was returned to us was damaged , in need of help we did n’t know how to give  ._She perched now on the stern of our boat , watching the sanctuary she ’d created slip away , more lost with every oar stroke  .",IREC,3,1_2,"It was there that , with bombs exploding around us , we had nearly drowned , nearly been torn apart by bullets ; that I had taken a gun and pulled its trigger and killed a man , an act still incomprehensible to me ; that we had lost Miss Peregrine and got her back again — snatched from the steel jaws of a submarine — though the Miss Peregrine who was returned to us was damaged , in need of help we did n’t know how to give  . She perched now on the stern of our boat , watching the sanctuary she ’d created slip away , more lost with every oar stroke  . "," that we had lost Miss Peregrine and got her back again — snatched from the steel jaws of a submarine — though the Miss Peregrine who was returned to us was damaged , in need of help we did n’t know how to give  .","She perched now on the stern of our boat , watching the sanctuary she ’d created slip away , more lost with every oar stroke  ."
15456,0,"This is the way the world ends Not with a bang but a whimper  ._Or a moan , I thought , turning and looking at the clock again : 2:26  .",IREC,3,2_3,"This is the way the world ends Not with a bang but a whimper  . Or a moan , I thought , turning and looking at the clock again : 2:26  . ",This is the way the world ends Not with a bang but a whimper  .,"Or a moan , I thought , turning and looking at the clock again : 2:26  ."
8218,0,"Of course no one would dare be naughty while the huge Lion and Tiger crouched beside the throne ; but the fact is , the people of Oz are very seldom naughty  .",IRAC,3,3,"Of course no one would dare be naughty while the huge Lion and Tiger crouched beside the throne ; but the fact is , the people of Oz are very seldom naughty  . ",Of course no one would dare be naughty while the huge Lion and Tiger crouched beside the throne ; ,"but the fact is , the people of Oz are very seldom naughty  ."
7921,0,I do n’t remember my own feet ever looking like that ; maybe when I was born  ._I can tell from the cord thingies at the side of her neck and the way she smacks her big lips that whatever she is eating tastes really good  .,IREC,3,1_3,I do n’t remember my own feet ever looking like that ; maybe when I was born  . I can tell from the cord thingies at the side of her neck and the way she smacks her big lips that whatever she is eating tastes really good  . ,I do n’t remember my own feet ever looking like that ; maybe when I was born  .,I can tell from the cord thingies at the side of her neck and the way she smacks her big lips that whatever she is eating tastes really good  .
10970,0,"The two of them pass it between them , solemnly biting and chewing , the one lying propped up on an elbow , the other sitting with his knees drawn up , all it will take is a tiny movement from one of them , a hand extended , or the edge of the sleeping bag lifted , would you like to get in , but neither makes the move , one is too scared and the other too proud , then the apple is finished , the moment is past , Reiner gets up , rubbing his shoulders , it ’s cold in here , he goes back to his own bed  .",IRAC,3,1,"The two of them pass it between them , solemnly biting and chewing , the one lying propped up on an elbow , the other sitting with his knees drawn up , all it will take is a tiny movement from one of them , a hand extended , or the edge of the sleeping bag lifted , would you like to get in , but neither makes the move , one is too scared and the other too proud , then the apple is finished , the moment is past , Reiner gets up , rubbing his shoulders , it ’s cold in here , he goes back to his own bed  . ","the moment is past , ","Reiner gets up , "
11353,0,"Cricketers were not licensed to take the field until the completion of any authorized softball game  ._( Softball , my teammates and I observed with a touch of snobbery , was a pastime that seemingly turned on hitting full tosses — the easiest balls a cricket batsman will ever receive — and taking soft , glove-assisted catches involving little of the skill and none of the nerve needed to catch the cricket ball ’s red rock with bare hands  .  )",IREC,3,1_2,"Cricketers were not licensed to take the field until the completion of any authorized softball game  . ( Softball , my teammates and I observed with a touch of snobbery , was a pastime that seemingly turned on hitting full tosses — the easiest balls a cricket batsman will ever receive — and taking soft , glove-assisted catches involving little of the skill and none of the nerve needed to catch the cricket ball ’s red rock with bare hands  .  )",Cricketers were not licensed to take the field until the completion of any authorized softball game  .,"( Softball , my teammates and I observed with a touch of snobbery , was a pastime that seemingly turned on hitting full tosses — the easiest balls a cricket batsman will ever receive — and taking soft , glove-assisted catches involving little of the skill and none of the nerve needed to catch the cricket ball ’s red rock with bare hands  .  )"
9069,0,""""""""" Oh , """""""" gasped Johnny Chuck , puffing very hard , for you know he is round and fat and roly-poly and it was hard work for him to run , """""""" what will become of my nice new house and what will there be left to eat ? """"""""",IRAC,3,1,""""""""" Oh , """""""" gasped Johnny Chuck , puffing very hard , for you know he is round and fat and roly-poly and it was hard work for him to run , """""""" what will become of my nice new house and what will there be left to eat ? """"""""",""""""""" Oh , """""""" gasped Johnny Chuck , puffing very hard , for you know he is round and fat and roly-poly and it was hard work for him to run , ",""" what will become of my nice new house and what will there be left to eat ? """""""""
14016,0,"♥ The prospect of another summer mopping cafeteria floors and loading elderly Commons dishwashers with dirty plates did n’t hold much charm for me , not with Wendy seventy miles south , enjoying the bright lights of Boston , but it was steady work , which I needed , and I did n’t have any other prospects  .",IRAC,3,2,"♥ The prospect of another summer mopping cafeteria floors and loading elderly Commons dishwashers with dirty plates did n’t hold much charm for me , not with Wendy seventy miles south , enjoying the bright lights of Boston , but it was steady work , which I needed , and I did n’t have any other prospects  . ","♥ The prospect of another summer mopping cafeteria floors and loading elderly Commons dishwashers with dirty plates did n’t hold much charm for me ,","it was steady work , which I needed , and I did n’t have any other prospects  ."
4898,0,"Reports of the Society , with correspondence on the exchanges of plants and books , and quaint local names of flowers , were given in the Magazine until it was brought to a close after Mrs ._EWING 'S death : but I am glad to say that the Society itself is still in existence , and any one who wishes to procure a copy of its Rules can do so by sending a stamped envelope to the Secretary , _ Miss Alice Sargant , 7 Belsize Grove , N .",IRAC,3,3,"Reports of the Society , with correspondence on the exchanges of plants and books , and quaint local names of flowers , were given in the Magazine until it was brought to a close after Mrs .  EWING 'S death : but I am glad to say that the Society itself is still in existence , and any one who wishes to procure a copy of its Rules can do so by sending a stamped envelope to the Secretary , _ Miss Alice Sargant , 7 Belsize Grove , N .  W .  _ Miss SARGANT was the originator of the scheme , so its management remains in the best possible hands , and Professor OLIVER , of Kew Gardens , has consented to become President in Mrs .  EWING 'S place  . ","Reports of the Society , with correspondence on the exchanges of plants and books , and quaint local names of flowers , were given in the Magazine until it was brought to a close after Mrs .","EWING 'S death : but I am glad to say that the Society itself is still in existence , and any one who wishes to procure a copy of its Rules can do so by sending a stamped envelope to the Secretary , "
7294,0,"They had come for that purpose , and in the end it assuaged what hardship they found with the two things they knew well this side of the kingdom of heaven : work and family , lone virtues that reminded them of what was good about the old country  ._Invisible to all but the old women throughout the week , he presided over the divine liturgy every Sunday and then remained with his small , obedient flock to share the midday meal at some parishioner ’s house , always sitting at the head of the table like a bearded and widowed grandfather to the disparate , self-exiled clan , and no one knew for sure that he was n’t  .",IREC,3,1_3,"They had come for that purpose , and in the end it assuaged what hardship they found with the two things they knew well this side of the kingdom of heaven : work and family , lone virtues that reminded them of what was good about the old country  . Invisible to all but the old women throughout the week , he presided over the divine liturgy every Sunday and then remained with his small , obedient flock to share the midday meal at some parishioner ’s house , always sitting at the head of the table like a bearded and widowed grandfather to the disparate , self-exiled clan , and no one knew for sure that he was n’t  . ","They had come for that purpose , and in the end it assuaged what hardship they found with the two things they knew well this side of the kingdom of heaven : work and family , lone virtues that reminded them of what was good about the old country  ."," he presided over the divine liturgy every Sunday and then remained with his small , obedient flock to share the midday meal at some parishioner ’s house , "
604,0,"The sunshine came through a large bay-window , glazed in diamonds , and with long branches of a vine trailing across it , but in parts the glass had been broken and had never been mended  ._The walls were wainscoted with dark oak , as well as the floor , which shone bright with rubbing , and stag ’s antlers projected from them , on which hung a sword in its sheath , one or two odd gauntlets , an old-fashioned helmet , a gun , some bows and arrows , and two of the broad shady hats then in use , one with a drooping black feather , the other plainer and a good deal the worse for wear , both of a small size , as if belonging to a young boy  .",IREC,3,1_2,"The sunshine came through a large bay-window , glazed in diamonds , and with long branches of a vine trailing across it , but in parts the glass had been broken and had never been mended  . The walls were wainscoted with dark oak , as well as the floor , which shone bright with rubbing , and stag ’s antlers projected from them , on which hung a sword in its sheath , one or two odd gauntlets , an old-fashioned helmet , a gun , some bows and arrows , and two of the broad shady hats then in use , one with a drooping black feather , the other plainer and a good deal the worse for wear , both of a small size , as if belonging to a young boy  . ","The sunshine came through a large bay-window , glazed in diamonds , and with long branches of a vine trailing across it , but in parts the glass had been broken and had never been mended  .","The walls were wainscoted with dark oak , as well as the floor , which shone bright with rubbing , and stag ’s antlers projected from them , on which hung a sword in its sheath , one or two odd gauntlets , an old-fashioned helmet , a gun , some bows and arrows "
1002,0,"He ’d never done any serious plumbing , and he was nervous about tearing out the wall  ._When he saw Holroyd , he called it quits and came down and sat on the other side of the cooler Holroyd had dragged out onto the tailgate  .",IREC,3,2_3,"He ’d never done any serious plumbing , and he was nervous about tearing out the wall  . When he saw Holroyd , he called it quits and came down and sat on the other side of the cooler Holroyd had dragged out onto the tailgate  . ","He ’d never done any serious plumbing , and he was nervous about tearing out the wall  .","When he saw Holroyd , he called it quits and came down and sat on the other side of the cooler Holroyd had dragged out onto the tailgate  ."
1317,0,"Both of his hands , as a matter of fact , worked , along with much of him  ._I want to start taking pictures he said and I told him that was a great idea and so I bought him a camera , a digital Leica as all cameras are digital now , he making a mock complaint about wanting film , I want the chemicals and all , he said , but finally made nothing of it , holding the camera in his lap , failing to look through the eyepiece or at the little screen , and snapping away  .",IREC,3,2_3,"Both of his hands , as a matter of fact , worked , along with much of him  . I want to start taking pictures he said and I told him that was a great idea and so I bought him a camera , a digital Leica as all cameras are digital now , he making a mock complaint about wanting film , I want the chemicals and all , he said , but finally made nothing of it , holding the camera in his lap , failing to look through the eyepiece or at the little screen , and snapping away  . ","Both of his hands , as a matter of fact , worked , along with much of him  .","I want to start taking pictures he said and I told him that was a great idea and so I bought him a camera , a digital Leica as all cameras are digital now , he making a mock complaint about wanting film , I want the chemicals and all , he said , but finally made nothing of it , holding the camera in his lap , failing to look through the eyepiece or at the little screen , and snapping away  ."
9474,0,This early realization that his father would never furnish the Mam with the proper comforts of old age made Arthur all the more determined to provide them himself  .,IRAC,3,3,This early realization that his father would never furnish the Mam with the proper comforts of old age made Arthur all the more determined to provide them himself  . ,This early realization that his father would never furnish the Mam with the proper comforts of old age, Arthur all the more determined to provide them himself  .
13772,0,"The sign hung over the door ( FRESH UP WITH 7-UP on top , WELCOME TO THE KENNEBEC FRUIT CO ._below ) was bright enough to throw arrows of sun at my eyes  .",IRAC,3,1,"The sign hung over the door ( FRESH UP WITH 7-UP on top , WELCOME TO THE KENNEBEC FRUIT CO .  below ) was bright enough to throw arrows of sun at my eyes  . ","The sign hung over the door ( FRESH UP WITH 7-UP on top , WELCOME TO THE KENNEBEC FRUIT CO .",below ) was bright enough to throw arrows of sun at my eyes  .
4789,0,"The Game of the Earthly Paradise was received with great delight by the readers of the story ; one family of children adopted the word """""""" Mary-meadowing """""""" to describe the work which they did towards beautifying hedges and bare places ; and my sister received many letters of enquiry about the various plants mentioned in her tale  .",IRAC,3,1,"The Game of the Earthly Paradise was received with great delight by the readers of the story ; one family of children adopted the word """""""" Mary-meadowing """""""" to describe the work which they did towards beautifying hedges and bare places ; and my sister received many letters of enquiry about the various plants mentioned in her tale  . ",The Game of the Earthly Paradise was received with great delight by the readers of the story ; ,"one family of children adopted the word """""""" Mary-meadowing """""""" to describe the work which they did towards beautifying hedges and bare places ; and my sister received many letters of enquiry about the various plants mentioned in her tale  ."
1480,0,"I hold out my hand , too  ._When we were little we ’d make this bridge and try to see how many Barbies we could get to balance on it  .",IREC,3,2_3,"I hold out my hand , too  . When we were little we ’d make this bridge and try to see how many Barbies we could get to balance on it  . ","I hold out my hand , too  .",When we were little we ’d make this bridge and try to see how many Barbies we could get to balance on it  .
4541,0,"He had a candle , and matches to light it with , in his room , but the moonlight was so bright , though fitful , that he thought it better than any candle  ._And even after he was in bed he peeped out from time to time to watch the queer shadows and gleams , the quickly following light and darkness that flitted across the white walls of his little room  .",IREC,3,1_3,"He had a candle , and matches to light it with , in his room , but the moonlight was so bright , though fitful , that he thought it better than any candle  . And even after he was in bed he peeped out from time to time to watch the queer shadows and gleams , the quickly following light and darkness that flitted across the white walls of his little room  . ","He had a candle , and matches to light it with , in his room , but the moonlight was so bright , though fitful , that he thought it better than any candle  .","And even after he was in bed he peeped out from time to time to watch the queer shadows and gleams , the quickly following light and darkness that flitted across the white walls of his little room  ."
4319,0,"But none of these wondrous visions lasted  ._They remained long enough to wake in Larry 's heart a great longing for more , and then they would disappear and he would be all the lonelier for the lack of them  .",IREC,3,2_3,"But none of these wondrous visions lasted  . They remained long enough to wake in Larry 's heart a great longing for more , and then they would disappear and he would be all the lonelier for the lack of them  . ",But none of these wondrous visions lasted  .,"They remained long enough to wake in Larry 's heart a great longing for more , and then they would disappear and he would be all the lonelier for the lack of them  ."
14919,0,"In each of these little stories , it has been my single aim to inculcate a desire in children to _ do _ good , to _ be _ good , and to seek prayerful assistance from the One source of all goodness -- their Father in Heaven  ._Trembling with a deep responsibility , I have ventured to write a fairy story , ( that enchanted ground for the little ones , ) through the whole of which I trust this thread of my theory has run _ unbroken _  .",IREC,3,1_3,"In each of these little stories , it has been my single aim to inculcate a desire in children to _ do _ good , to _ be _ good , and to seek prayerful assistance from the One source of all goodness -- their Father in Heaven  . Trembling with a deep responsibility , I have ventured to write a fairy story , ( that enchanted ground for the little ones , ) through the whole of which I trust this thread of my theory has run _ unbroken _  . ","In each of these little stories , it has been my single aim to inculcate a desire in children to ", do 
7725,0,""""""""" I beg your pardon , Miss Watson , """""""" replied Celia , demurely ; """""""" only it was so nice to think of going to the Sea  .  """"""""""""""""_But I do n't understand the matter now , """""""" said poor Miss Watson , looking very mystified ; """""""" you knew nothing about this at breakfast , Frank , and how your companionship with the books and slates in the cupboard has enlightened you now , I do n't know , nor can I give even a remote guess ! """"""""",IREC,3,1_2,""""""""" I beg your pardon , Miss Watson , """""""" replied Celia , demurely ; """""""" only it was so nice to think of going to the Sea  .  """""""""""""""" But I do n't understand the matter now , """""""" said poor Miss Watson , looking very mystified ; """""""" you knew nothing about this at breakfast , Frank , and how your companionship with the books and slates in the cupboard has enlightened you now , I do n't know , nor can I give even a remote guess ! """"""""",""""""""" I beg your pardon , Miss Watson , """""""" replied Celia , demurely ; """""""" only it was so nice to think of going to the Sea  .  """"""""""""""""","But I do n't understand the matter now , """""""" said poor Miss Watson , looking very mystified ; """""""" you knew nothing about this at breakfast , Frank , and how your companionship with the books and slates in the cupboard has enlightened you now , I do n't know , nor can I give even a remote guess ! """""""""
4523,0,"He had a candle , and matches to light it with , in his room , but the moonlight was so bright , though fitful , that he thought it better than any candle  ._And even after he was in bed he peeped out from time to time to watch the queer shadows and gleams , the quickly following light and darkness that flitted across the white walls of his little room  .",IREC,3,1_3,"He had a candle , and matches to light it with , in his room , but the moonlight was so bright , though fitful , that he thought it better than any candle  . And even after he was in bed he peeped out from time to time to watch the queer shadows and gleams , the quickly following light and darkness that flitted across the white walls of his little room  . ","He had a candle , and matches to light it with , in his room , but the moonlight was so bright , though fitful , that he thought it better than any candle  .","And even after he was in bed he peeped out from time to time to watch the queer shadows and gleams , the quickly following light and darkness that flitted across the white walls of his little room  ."
6703,0,"Very , very little children must not read this story ; for they can not understand it : they will not know what is meant by a liar and a boy of truth  ._Very little children , when they are asked a question , say """""""" yes , """""""" and """""""" no , """""""" without knowing the meaning of the words ; but you , children , who can speak quite plain , and who can tell , by words , what you wish for , and what you want , and what you have seen , and what you have done ; you who understand what is meant by the words """""""" I have done it , """""""" or """""""" I have not , """""""" you may read this story ; for -- you can understand it  .",IREC,3,1_2,"Very , very little children must not read this story ; for they can not understand it : they will not know what is meant by a liar and a boy of truth  . Very little children , when they are asked a question , say """""""" yes , """""""" and """""""" no , """""""" without knowing the meaning of the words ; but you , children , who can speak quite plain , and who can tell , by words , what you wish for , and what you want , and what you have seen , and what you have done ; you who understand what is meant by the words """""""" I have done it , """""""" or """""""" I have not , """""""" you may read this story ; for -- you can understand it  . ","Very , very little children must not read this story ; for they can not understand it : they will not know what is meant by a liar and a boy of truth  .","Very little children , when they are asked a question , say """""""" yes , """""""" and """""""" no , """""""" without knowing the meaning of the words ; but you , children , who can speak quite plain , and who can tell , by words , what you wish for , and what you want , and what you have seen , and what you have done ; you who understand what is meant by the words """""""" I have done it , """""""" or """""""" I have not , """""""" you may read this story ; for -- you can understand it  ."
15046,0,"Sometimes when I walk along the streets here , a sudden consternation will overtake me , as though an invisible hand might grip the front of my shirt and pull it out of my belt to reveal my secret to passersby  ._When I run a hot bath in the evenings , which I ’m very fond of doing and which I think is the best of American amenities , I carefully lock the bathroom , for fear that Karie , my Cambodian-born daughter-in-law , might by chance catch a glimpse of the words on my belly  .",IREC,3,1_3,"Sometimes when I walk along the streets here , a sudden consternation will overtake me , as though an invisible hand might grip the front of my shirt and pull it out of my belt to reveal my secret to passersby  . When I run a hot bath in the evenings , which I ’m very fond of doing and which I think is the best of American amenities , I carefully lock the bathroom , for fear that Karie , my Cambodian-born daughter-in-law , might by chance catch a glimpse of the words on my belly  . ","Sometimes when I walk along the streets here , a sudden consternation will overtake me , as though an invisible hand might grip the front of my shirt and pull it out of my belt to reveal my secret to passersby  .","When I run a hot bath in the evenings , which I ’m very fond of doing and which I think is the best of American amenities , I carefully lock the bathroom , for fear that Karie , my Cambodian-born daughter-in-law , might by chance catch a glimpse of the words on my belly  ."
6689,0,"Very little children , when they are asked a question , say """""""" yes , """""""" and """""""" no , """""""" without knowing the meaning of the words ; but you , children , who can speak quite plain , and who can tell , by words , what you wish for , and what you want , and what you have seen , and what you have done ; you who understand what is meant by the words """""""" I have done it , """""""" or """""""" I have not , """""""" you may read this story ; for -- you can understand it  .",IRAC,3,2,"Very little children , when they are asked a question , say """""""" yes , """""""" and """""""" no , """""""" without knowing the meaning of the words ; but you , children , who can speak quite plain , and who can tell , by words , what you wish for , and what you want , and what you have seen , and what you have done ; you who understand what is meant by the words """""""" I have done it , """""""" or """""""" I have not , """""""" you may read this story ; for -- you can understand it  . ","Very little children , when they are asked a question , say """""""" yes , """""""" and """""""" no , """""""" without knowing the meaning of the words", who can speak quite plain
